event_date,location,country,latitude,longitude,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,publication_date,event_year,total_occupants,fatality_rate,serious_injury_rate,destroyed,make_model
1986-04-08,"MESA, AZ",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-23-250,No,2,Reciprocating,Personal,0,0,0,2,VMC,2011-08-03,1986,2,0.0,0.0,0,Piper Aircraft_PA-23-250
1986-04-15,"HANKAMER, TX",United States,,,Fatal(2),Destroyed,Airplane,Grumman Aerospace,G164A,No,1,Reciprocating,Aerial Application,2,0,0,0,VMC,2013-04-08,1986,2,1.0,0.0,1,Grumman Aerospace_G164A
1986-04-15,"HANKAMER, TX",United States,,,Fatal(2),Destroyed,Airplane,Grumman Aerospace,G164A,No,1,Reciprocating,Aerial Application,2,0,0,0,VMC,2013-04-08,1986,2,1.0,0.0,1,Grumman Aerospace_G164A
1986-05-19,"MEAD, WA",United States,,,Fatal(2),Destroyed,Airplane,Cessna Aircraft Company,TU206F,No,1,Reciprocating,Skydiving,2,0,1,0,VMC,2016-10-17,1986,3,0.6666666666666666,0.0,1,Cessna Aircraft Company_TU206F
1986-05-19,"MEAD, WA",United States,,,Fatal(2),Destroyed,Airplane,Cessna Aircraft Company,152,No,1,Reciprocating,Instructional,2,0,1,0,VMC,2016-10-17,1986,3,0.6666666666666666,0.0,1,Cessna Aircraft Company_152
1987-01-15,"KEARNS, UT",United States,,,Fatal(10),Destroyed,Airplane,Mooney,M-20C,No,1,Reciprocating,Instructional,10,0,0,0,VMC,2019-07-10,1987,10,1.0,0.0,1,Mooney_M-20C
1987-04-02,"JEAN, NV",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA 16,No,,,Personal,0,0,0,1,VMC,2014-04-10,1987,1,0.0,0.0,0,Piper Aircraft_PA 16
1988-03-27,"OXFORD, United Kingdom",United Kingdom,,,Fatal(1),Destroyed,Airplane,Piper Aircraft,PA-38,No,0,,Instructional,1,0,0,0,,,1988,1,1.0,0.0,1,Piper Aircraft_PA-38
1988-04-05,"ST. PAUL, MN",United States,,,Non-Fatal,Substantial,Airplane,Beechcraft,B90,No,2,Turbo Prop,,0,0,0,5,IMC,2011-05-02,1988,5,0.0,0.0,0,Beechcraft_B90
1988-05-02,"NR TOKYO, Japan",Japan,,,Incident,Minor,Airplane,Boeing,747-123,No,4,Turbo Fan,,0,0,0,258,VMC,2016-02-02,1988,258,0.0,0.0,0,Boeing_747-123
1988-08-01,"SELBYVILLE, DE",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150K,No,1,Reciprocating,,0,0,0,1,VMC,2009-06-02,1988,1,0.0,0.0,0,Cessna Aircraft Company_150K
1988-08-07,"RACINE, WV",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-180,No,1,Reciprocating,Ferry,0,0,1,0,VMC,2011-05-02,1988,1,0.0,0.0,0,Piper Aircraft_PA-28-180
1988-12-24,"MADISON, IN",United States,,,Fatal(2),Destroyed,Airplane,Cessna Aircraft Company,310R,No,2,Reciprocating,Positioning,2,0,0,0,VMC,2012-09-04,1988,2,1.0,0.0,1,Cessna Aircraft Company_310R
1989-04-27,"AINSWORTH, NE",United States,,,Fatal(3),Destroyed,Airplane,Maule,M-5,No,1,Reciprocating,Other Work Use,3,0,0,0,IMC,2012-08-17,1989,3,1.0,0.0,1,Maule_M-5
1989-06-15,"MIRAMAR, FL",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,210L,No,1,Reciprocating,Personal,0,0,3,0,VMC,2010-11-15,1989,3,0.0,0.0,0,Cessna Aircraft Company_210L
1989-07-03,"MORRILTON, AR",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,"J3 ""CUB""",No,1,Reciprocating,Personal,0,0,1,0,VMC,2011-05-02,1989,1,0.0,0.0,0,"Piper Aircraft_J3 ""CUB"""
1989-07-30,"SALISBURY TWP, PA",United States,,,Fatal(7),Destroyed,Airplane,Cessna Aircraft Company,182B,No,1,Reciprocating,Other Work Use,7,0,0,0,VMC,2016-10-17,1989,7,1.0,0.0,1,Cessna Aircraft Company_182B
1989-07-30,"SALISBURY TWP, PA",United States,,,Fatal(7),Destroyed,Airplane,Beechcraft,A36,No,1,Reciprocating,Skydiving,7,0,0,0,VMC,2016-10-17,1989,7,1.0,0.0,1,Beechcraft_A36
1989-07-30,"WILLIAMSBURG, VA",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-32-300,No,1,Reciprocating,Personal,0,0,0,4,VMC,2013-04-24,1989,4,0.0,0.0,0,Piper Aircraft_PA-32-300
1989-12-17,"CINCINNATI, OH",United States,,,Fatal(1),Substantial,Airplane,Cessna Aircraft Company,182,No,1,Reciprocating,,1,0,1,1,VMC,2012-12-11,1989,3,0.3333333333333333,0.0,0,Cessna Aircraft Company_182
1990-01-28,"ROXBURY, ME",United States,,,Non-Fatal,Destroyed,Airplane,Taylorcraft,BC12D,No,1,,Personal,0,0,0,2,VMC,2016-02-01,1990,2,0.0,0.0,1,Taylorcraft_BC12D
1990-01-29,"WILLISTON, VT",United States,,,Fatal(2),Destroyed,Airplane,Cessna Aircraft Company,208B,No,1,Turbo Prop,,2,0,0,0,IMC,2016-02-01,1990,2,1.0,0.0,1,Cessna Aircraft Company_208B
1990-02-01,"FAIRFIELD, CT",United States,,,Fatal(1),Destroyed,Airplane,Piper Aircraft,PA-28-181,No,1,Reciprocating,Personal,1,0,0,0,VMC,2016-02-01,1990,1,1.0,0.0,1,Piper Aircraft_PA-28-181
1990-03-16,"SULATNA CROSS, AK",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,170B,No,1,Reciprocating,Personal,0,0,0,2,VMC,2009-07-01,1990,2,0.0,0.0,0,Cessna Aircraft Company_170B
1990-04-09,"GADSDEN, AL",United States,,,Fatal(2),Destroyed,Airplane,Cessna Aircraft Company,172,No,1,Reciprocating,,2,0,0,7,VMC,2009-11-17,1990,9,0.2222222222222222,0.0,1,Cessna Aircraft Company_172
1990-04-09,"GADSDEN, AL",United States,,,Fatal(2),Substantial,Airplane,Embraer,EMB-120,No,2,Turbo Prop,,2,0,0,7,VMC,2009-11-17,1990,9,0.2222222222222222,0.0,0,Embraer_EMB-120
1990-04-16,"FORT LAUDERDALE, FL",United States,,,Non-Fatal,Substantial,Airplane,Embraer,EMB-110,No,2,Turbo Prop,,0,0,0,8,VMC,2009-11-17,1990,8,0.0,0.0,0,Embraer_EMB-110
1990-04-17,"SALINA, KS",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2011-05-02,1990,2,0.0,0.0,0,Cessna Aircraft Company_150
1990-04-30,"MOOSONEE, Canada",Canada,,,Fatal(1),Destroyed,Airplane,Beechcraft,C99 AIRLINER,No,2,,,1,3,0,0,,1998-06-02,1990,4,0.25,0.75,1,Beechcraft_C99 AIRLINER
1990-07-05,"COLDFOOT, AK",United States,,,Fatal(1),Destroyed,Airplane,Piper Aircraft,PA-28-180,No,1,Reciprocating,Business,1,1,0,0,VMC,2009-03-19,1990,2,0.5,0.5,1,Piper Aircraft_PA-28-180
1990-07-12,"WICHITA, KS",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-140,No,1,Reciprocating,Personal,0,0,2,0,VMC,2011-05-02,1990,2,0.0,0.0,0,Piper Aircraft_PA-28-140
1990-09-14,"PLAIN CITY, OH",United States,,,Fatal(2),Destroyed,Airplane,Cessna Aircraft Company,152,No,1,Reciprocating,Personal,2,0,0,0,IMC,2016-02-01,1990,2,1.0,0.0,1,Cessna Aircraft Company_152
1990-09-23,"ELIOT, ME",United States,,,Fatal(4),Destroyed,Airplane,Piper Aircraft,PA-24-260,No,1,Reciprocating,Personal,4,0,0,0,VMC,2016-02-01,1990,4,1.0,0.0,1,Piper Aircraft_PA-24-260
1990-10-06,"KOYUKTOLIK, AK",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,185B,No,1,Reciprocating,,0,0,0,1,VMC,2019-09-23,1990,1,0.0,0.0,0,Cessna Aircraft Company_185B
1990-11-07,"ABILENE, TX",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-23-250,No,2,Reciprocating,Personal,0,0,0,3,IMC,2011-05-02,1990,3,0.0,0.0,0,Piper Aircraft_PA-23-250
1990-11-23,"ENGLAND, AR",United States,,,Fatal(1),Destroyed,Airplane,Beechcraft,B55,No,2,Reciprocating,Personal,1,0,0,0,VMC,2011-03-22,1990,1,1.0,0.0,1,Beechcraft_B55
1990-12-15,"SNOHOMISH, WA",United States,,,Fatal(1),Substantial,Airplane,Beechcraft,D50C,No,2,Reciprocating,Skydiving,1,0,1,4,VMC,2016-10-17,1990,6,0.16666666666666666,0.0,0,Beechcraft_D50C
1990-12-31,"ESTACADA, OR",United States,,,Fatal(2),Substantial,Airplane,Cessna Aircraft Company,182B,No,1,Reciprocating,Skydiving,2,1,1,0,VMC,2016-10-26,1990,4,0.5,0.25,0,Cessna Aircraft Company_182B
1991-01-25,"PINEDALE, WY",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-34,No,0,,Public Aircraft,0,0,0,1,,2018-01-31,1991,1,0.0,0.0,0,Piper Aircraft_PA-34
1991-02-03,"OSCEOLA, WI",United States,,,Fatal(7),Destroyed,Airplane,Cessna Aircraft Company,182,No,1,Reciprocating,Skydiving,7,0,0,0,VMC,2016-10-17,1991,7,1.0,0.0,1,Cessna Aircraft Company_182
1991-02-03,"OSCEOLA, WI",United States,,,Fatal(7),Destroyed,Airplane,Piper Aircraft,PA-28-140,No,1,Reciprocating,Instructional,7,0,0,0,VMC,2016-10-17,1991,7,1.0,0.0,1,Piper Aircraft_PA-28-140
1991-02-24,"WESTERN, NE",United States,,,Fatal(1),Destroyed,Airplane,Cessna Aircraft Company,172N,No,1,Reciprocating,Personal,1,0,0,0,IMC,2012-08-17,1991,1,1.0,0.0,1,Cessna Aircraft Company_172N
1991-03-18,"HAMILTON, NC",United States,,,Fatal(2),Destroyed,Airplane,Piper Aircraft,PA-28-201T,No,1,Reciprocating,Business,2,0,0,0,IMC,2009-10-02,1991,2,1.0,0.0,1,Piper Aircraft_PA-28-201T
1991-06-06,"BOSTON, MA",United States,,,Incident,Minor,Airplane,Boeing,727-214,No,3,Turbo Fan,,0,0,0,156,VMC,2018-09-05,1991,156,0.0,0.0,0,Boeing_727-214
1991-07-11,"WAILUA, HI",United States,,,Fatal(1),Substantial,Airplane,Cessna Aircraft Company,182,No,1,Reciprocating,Skydiving,1,0,0,4,VMC,2016-10-17,1991,5,0.2,0.0,0,Cessna Aircraft Company_182
1991-08-07,"SEWARD, AK",United States,,,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,No,1,Reciprocating,Personal,0,0,1,1,VMC,2009-03-19,1991,2,0.0,0.0,0,Bellanca_7GCBC
1991-08-09,"ANCHORAGE, AK",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-18,No,1,Reciprocating,Personal,0,0,0,1,VMC,2009-03-19,1991,1,0.0,0.0,0,Piper Aircraft_PA-18
1991-09-19,"EAGLE, AK",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-18-150,No,1,Reciprocating,,0,0,0,1,VMC,2011-12-09,1991,1,0.0,0.0,0,Piper Aircraft_PA-18-150
1991-10-27,"MARBLE FALLS, TX",United States,,,Fatal(2),Destroyed,Airplane,Beechcraft,A36,No,1,Reciprocating,Personal,2,0,0,0,VMC,2011-01-25,1991,2,1.0,0.0,1,Beechcraft_A36
1991-11-29,"LAS CRUCES, NM",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,120,No,1,Reciprocating,Personal,0,0,0,1,VMC,2013-12-19,1991,1,0.0,0.0,0,Cessna Aircraft Company_120
1991-12-12,"NAKINA, Canada",Canada,,,Incident,Minor,Airplane,Boeing,B-747-121,No,0,,,0,0,0,0,VMC,1996-08-05,1991,0,,,0,Boeing_B-747-121
1991-12-13,"NINILCHIK, AK",United States,,,Fatal(1),Destroyed,Airplane,Piper Aircraft,"PA-31T3, T1040",No,2,Turbo Prop,,1,0,0,0,IMC,2011-12-09,1991,1,1.0,0.0,1,"Piper Aircraft_PA-31T3, T1040"
1991-12-20,"FLAGSTAFF, AZ",United States,,,Fatal(2),Destroyed,Airplane,Beechcraft,58P,No,2,Reciprocating,Business,2,0,0,0,IMC,2016-04-21,1991,2,1.0,0.0,1,Beechcraft_58P
1992-04-22,"PERRIS, CA",United States,,,Fatal(16),Destroyed,Airplane,De Havilland,DHC-6-200,No,2,Turbo Prop,Skydiving,16,6,0,0,VMC,2016-10-17,1992,22,0.7272727272727273,0.2727272727272727,1,De Havilland_DHC-6-200
1992-09-07,"HINCKLEY, IL",United States,,,Fatal(12),Destroyed,Airplane,Beechcraft,C-45H,No,2,Reciprocating,Skydiving,12,0,0,0,VMC,2016-10-17,1992,12,1.0,0.0,1,Beechcraft_C-45H
1992-12-13,"LONDONDERRY, NH",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,T210,No,1,Reciprocating,Personal,0,0,1,0,VMC,2011-05-02,1992,1,0.0,0.0,0,Cessna Aircraft Company_T210
1992-12-29,"LORETO, MEXICO",Mexico,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-34-200,No,0,,Personal,0,0,0,2,VMC,1996-08-05,1992,2,0.0,0.0,0,Piper Aircraft_PA-34-200
1993-04-23,"KASHWITNA, AK",United States,,,Fatal(2),Destroyed,Airplane,Piper Aircraft,PA-18-150,No,1,Reciprocating,Business,2,0,0,0,VMC,2012-08-17,1993,2,1.0,0.0,1,Piper Aircraft_PA-18-150
1993-08-14,"EAST MORICHES, NY",United States,,,Fatal(1),Destroyed,Airplane,Cessna Aircraft Company,182A,No,1,Reciprocating,Skydiving,1,4,0,0,VMC,2016-10-17,1993,5,0.2,0.8,1,Cessna Aircraft Company_182A
1993-08-18,PACIFIC OCEAN,PACIFIC OCEAN,,,Non-Fatal,Destroyed,Airplane,Piper Aircraft,PA-34-220,No,1,Reciprocating,Ferry,0,0,0,1,VMC,2016-03-23,1993,1,0.0,0.0,1,Piper Aircraft_PA-34-220
1993-09-04,"FENTRESS, TX",United States,,,Fatal(1),Minor,Airplane,Beechcraft,C-45H,No,2,Reciprocating,Skydiving,1,0,0,10,VMC,2016-10-17,1993,11,0.09090909090909091,0.0,0,Beechcraft_C-45H
1993-09-25,"EMPORIA, VA",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172,No,1,Reciprocating,Aerial Observation,0,0,0,2,VMC,2010-12-28,1993,2,0.0,0.0,0,Cessna Aircraft Company_172
1993-11-13,"MULEGE, MEXICO",Mexico,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-32R-300,No,1,Reciprocating,Personal,0,1,3,1,VMC,1994-05-05,1993,5,0.0,0.2,0,Piper Aircraft_PA-32R-300
1993-11-28,"BUTLER, PA",United States,,,Fatal(1),Destroyed,Airplane,Piper Aircraft,PA32R-301,No,1,Reciprocating,Personal,1,0,0,0,IMC,2016-02-01,1993,1,1.0,0.0,1,Piper Aircraft_PA32R-301
1993-12-12,"PORT LIONS, AK",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-32,No,1,Reciprocating,,0,0,0,5,VMC,2009-03-19,1993,5,0.0,0.0,0,Piper Aircraft_PA-32
1994-01-02,"PEARLAND, TX",United States,,,Fatal(5),Destroyed,Airplane,Cessna Aircraft Company,172N,No,1,Reciprocating,Instructional,5,0,0,0,VMC,2016-04-12,1994,5,1.0,0.0,1,Cessna Aircraft Company_172N
1994-02-22,"ROSKILDE, DENMARK",Denmark,,,Non-Fatal,Substantial,Airplane,Beechcraft,2000 (STARSHIP),No,,,Business,0,0,0,6,,,1994,6,0.0,0.0,0,Beechcraft_2000 (STARSHIP)
1994-07-16,"TREMONT CITY, OH",United States,,,Fatal(4),Destroyed,Airplane,Cessna Aircraft Company,K172R,No,1,Reciprocating,Skydiving,4,0,0,0,VMC,2016-10-17,1994,4,1.0,0.0,1,Cessna Aircraft Company_K172R
1994-08-25,"CENTRALIA, IL",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150,No,1,Reciprocating,Personal,0,0,1,0,VMC,2011-05-02,1994,1,0.0,0.0,0,Cessna Aircraft Company_150
1994-08-31,"CAPE SABINE, AK",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,208,No,1,Turbo Prop,,0,0,0,2,VMC,2009-11-17,1994,2,0.0,0.0,0,Cessna Aircraft Company_208
1994-09-14,"PRINCE GEORGE, CANADA",Canada,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-140,No,,,Personal,0,0,0,1,VMC,1994-10-06,1994,1,0.0,0.0,0,Piper Aircraft_PA-28-140
1994-09-20,"LONG ISLAND, BAHAMAS",Bahamas,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA32R-301T,No,,,Personal,0,0,0,6,VMC,,1994,6,0.0,0.0,0,Piper Aircraft_PA32R-301T
1994-09-23,"WESTMAN ISLES, Iceland",Iceland,,,Fatal(2),Destroyed,Airplane,Aero Commander,500S,No,,,,2,0,0,0,,,1994,2,1.0,0.0,1,Aero Commander_500S
1994-11-18,"TRIPUI, MEXICO",Mexico,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-32R-300,No,,,Personal,0,0,0,4,VMC,1994-12-22,1994,4,0.0,0.0,0,Piper Aircraft_PA-32R-300
1994-12-27,"HOLTVILLE, CA",United States,,,Fatal(2),Destroyed,Airplane,Piper Aircraft,PA-28-140,No,1,Reciprocating,Business,2,0,0,0,VMC,2012-08-17,1994,2,1.0,0.0,1,Piper Aircraft_PA-28-140
1994-12-29,"VAN, Turkey",Turkey,,,Fatal(54),Destroyed,Airplane,Boeing,737-400,No,,,,54,21,0,0,IMC,,1994,75,0.72,0.28,1,Boeing_737-400
1995-03-11,"WILMINGTON, OH",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28RT-201,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012-09-11,1995,2,0.0,0.0,0,Piper Aircraft_PA-28RT-201
1995-04-24,"BANGOR, ME",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,185,No,1,Reciprocating,Personal,0,0,0,2,VMC,2015-06-15,1995,2,0.0,0.0,0,Cessna Aircraft Company_185
1995-05-06,"SOTO CANO, HONDURAS",Honduras,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,550,No,2,Turbo Fan,Public Aircraft,0,0,0,3,VMC,2012-03-01,1995,3,0.0,0.0,0,Cessna Aircraft Company_550
1995-05-19,"NEWARK, NJ",United States,,,Incident,Minor,Airplane,Boeing,737-500,No,2,Turbo Fan,,0,0,0,288,VMC,2014-12-04,1995,288,0.0,0.0,0,Boeing_737-500
1995-05-19,"NEWARK, NJ",United States,,,Incident,Minor,Airplane,Boeing,767-383ER,No,2,Turbo Fan,,0,0,0,288,VMC,2014-12-04,1995,288,0.0,0.0,0,Boeing_767-383ER
1995-09-10,"WEST POINT, VA",United States,,,Fatal(12),Destroyed,Airplane,Beechcraft,65,No,2,Reciprocating,Skydiving,12,0,0,0,VMC,2016-10-17,1995,12,1.0,0.0,1,Beechcraft_65
1995-09-15,"BOGOTA, COLOMBIA",Colombia,,,Non-Fatal,Substantial,Airplane,Ayres,AY-65,No,1,Reciprocating,Instructional,0,0,0,2,VMC,,1995,2,0.0,0.0,0,Ayres_AY-65
1995-09-15,"BAKERSFIELD, CA",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-18-150,No,1,Reciprocating,Personal,0,0,0,1,VMC,2010-02-25,1995,1,0.0,0.0,0,Piper Aircraft_PA-18-150
1995-11-07,"PANAMA CITY, Panama",Panama,,,Incident,Minor,Airplane,Boeing,B727-224,No,,,,0,0,2,10,,2013-02-05,1995,12,0.0,0.0,0,Boeing_B727-224
1995-12-20,"BUGA, Colombia",Colombia,,,Fatal(160),Destroyed,Airplane,Boeing,B757,No,,,,160,4,0,0,VMC,,1995,164,0.975609756097561,0.024390243902439025,1,Boeing_B757
1996-02-07,"BRADFORD, PA",United States,,,Non-Fatal,Substantial,Airplane,Beechcraft,1900D,No,2,Turbo Prop,,0,0,2,14,IMC,2011-03-09,1996,16,0.0,0.0,0,Beechcraft_1900D
1996-02-24,"Havana, Cuba",Cuba,,,Fatal(4),Destroyed,Airplane,Cessna Aircraft Company,337,No,,,Other Work Use,4,0,0,0,VMC,,1996,4,1.0,0.0,1,Cessna Aircraft Company_337
1996-02-24,"Havana, Cuba",Cuba,,,Fatal(4),Destroyed,Airplane,Cessna Aircraft Company,337,No,,,Other Work Use,4,0,0,0,VMC,,1996,4,1.0,0.0,1,Cessna Aircraft Company_337
1996-03-13,"CRIPPLE, AK",United States,,,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,185,No,1,Reciprocating,,0,0,0,1,VMC,2010-10-13,1996,1,0.0,0.0,0,Cessna Aircraft Company_185
1996-04-14,"HARTWOOD, VA",United States,,,Fatal(1),Destroyed,Airplane,Cessna Aircraft Company,P206C,No,1,Reciprocating,Skydiving,1,2,0,1,VMC,2016-10-17,1996,4,0.25,0.5,1,Cessna Aircraft Company_P206C
1996-07-06,"PENSACOLA, FL",United States,,,Fatal(2),Substantial,Airplane,Mcdonnell Douglas,MD-88,No,2,Turbo Jet,,2,2,3,137,VMC,2019-06-06,1996,144,0.013888888888888888,0.013888888888888888,0,Mcdonnell Douglas_MD-88
1996-08-07,"DAWSON, GA",United States,,,Non-Fatal,Destroyed,Airplane,Grumman Aerospace,G164,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2015-09-08,1996,1,0.0,0.0,1,Grumman Aerospace_G164
1996-11-06,"BUENOS AIRES, Argentina",Argentina,,,Incident,Minor,Airplane,Mcdonnell Douglas,MD-11,No,,,,0,0,0,282,,,1996,282,0.0,0.0,0,Mcdonnell Douglas_MD-11
1996-11-23,"COMORSO ISLANDS, Ethiopia",Ethiopia,,,Fatal(125),Destroyed,Airplane,Boeing,767,No,,,,125,44,2,4,VMC,,1996,175,0.7142857142857143,0.25142857142857145,1,Boeing_767
1997-04-10,"ZURICH, Switzerland",Switzerland,,,Fatal(10),Destroyed,Airplane,Cessna Aircraft Company,414,No,,,Business,10,0,0,0,,,1997,10,1.0,0.0,1,Cessna Aircraft Company_414
1997-04-19,"ATHENS, GA",United States,,,Fatal(1),Destroyed,Airplane,Beechcraft,C23,No,1,Reciprocating,,1,0,0,0,VMC,2015-10-28,1997,1,1.0,0.0,1,Beechcraft_C23
1997-04-27,"WATERFORD, VA",United States,,,Fatal(2),Destroyed,Airplane,Piper Aircraft,PA-60-601P,No,2,Reciprocating,Personal,2,0,0,0,IMC,2010-04-21,1997,2,1.0,0.0,1,Piper Aircraft_PA-60-601P
1997-04-27,"JINAN, CHINA",China,,,Unavailable,Substantial,Airplane,Mcdonnell Douglas,MD-82,No,,,,0,0,0,0,,,1997,0,,,0,Mcdonnell Douglas_MD-82
1997-04-30,,Cambodia,,,Fatal(2),Destroyed,Airplane,Cessna Aircraft Company,208,No,,,,2,0,0,0,,,1997,2,1.0,0.0,1,Cessna Aircraft Company_208
1997-05-14,"LONDON, United Kingdom",United Kingdom,,,Non-Fatal,Minor,Airplane,Boeing,747-400,No,4,Turbo Fan,,0,0,0,573,VMC,,1997,573,0.0,0.0,0,Boeing_747-400
1997-05-14,"LONDON, UNITED KINGDOM",United Kingdom,,,Non-Fatal,Substantial,Airplane,Boeing,B777,No,2,Turbo Fan,,0,0,0,573,VMC,,1997,573,0.0,0.0,0,Boeing_B777
1997-05-25,"HOMESTEAD, FL",United States,,,Fatal(6),Destroyed,Airplane,Cessna Aircraft Company,205,No,1,Reciprocating,Skydiving,6,0,0,1,VMC,2016-10-17,1997,7,0.8571428571428571,0.0,1,Cessna Aircraft Company_205
1997-06-01,"CARROLL LAKE, CANADA",Canada,,,Fatal(2),Substantial,Airplane,Cessna Aircraft Company,TU-206G,No,,,Personal,2,0,1,0,VMC,1997-06-10,1997,3,0.6666666666666666,0.0,0,Cessna Aircraft Company_TU-206G
1997-06-26,"CHUGIAK, AK",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-18,No,1,Reciprocating,Instructional,0,0,2,0,VMC,2009-12-15,1997,2,0.0,0.0,0,Piper Aircraft_PA-18
1997-08-06,"NIMITZ HILL, GU",United States,,,Fatal(228),Destroyed,Airplane,Boeing,747-300,No,4,Turbo Fan,,228,26,0,0,IMC,2009-10-23,1997,254,0.8976377952755905,0.10236220472440945,1,Boeing_747-300
1997-08-18,"CHANDLER, AZ",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-18-150,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2010-04-23,1997,2,0.0,0.0,0,Piper Aircraft_PA-18-150
1997-08-23,"BROWNSVILLE, TN",United States,,,Fatal(1),Destroyed,Airplane,Beechcraft,95-B55,No,2,Reciprocating,,1,0,0,0,VMC,2010-03-29,1997,1,1.0,0.0,1,Beechcraft_95-B55
1997-09-01,"BREMERTON, WA",United States,,,Fatal(5),Destroyed,Airplane,Cessna Aircraft Company,182C,No,1,Reciprocating,Skydiving,5,0,0,0,VMC,2016-10-17,1997,5,1.0,0.0,1,Cessna Aircraft Company_182C
1997-09-02,"SPA BELGIUM, Belgium",Belgium,,,Incident,Minor,Airplane,De Havilland,DHC-2,No,,,,0,0,0,0,,,1997,0,,,0,De Havilland_DHC-2
1997-09-03,"SAGUACHE, CO",United States,,,Non-Fatal,Substantial,Airplane,Beechcraft,V35B,No,1,Reciprocating,Personal,0,0,0,1,VMC,2016-04-21,1997,1,0.0,0.0,0,Beechcraft_V35B
1997-09-06,"SMITHFIELD, RI",United States,,,Fatal(5),Destroyed,Airplane,Cessna Aircraft Company,182E,No,1,Reciprocating,Skydiving,5,1,0,0,VMC,2016-10-17,1997,6,0.8333333333333334,0.16666666666666666,1,Cessna Aircraft Company_182E
1997-09-14,"St. Ignaces, MI",United States,45.928334,-84.825556,Fatal(2),Destroyed,Airplane,Piper Aircraft,PA-28-235,No,1,Reciprocating,Personal,2,0,0,0,IMC,2019-09-27,1997,2,1.0,0.0,1,Piper Aircraft_PA-28-235
1997-10-08,"MONTROSE, CO",United States,,,Fatal(9),Destroyed,Airplane,Cessna Aircraft Company,208B,No,1,Turbo Prop,,9,0,0,0,IMC,2013-12-20,1997,9,1.0,0.0,1,Cessna Aircraft Company_208B
1997-10-09,"BANJUL, Gambia",Gambia,,,Fatal(8),Destroyed,Airplane,Beechcraft,BE-200,No,,,,8,0,1,0,IMC,,1997,9,0.8888888888888888,0.0,1,Beechcraft_BE-200
1997-10-09,"HARBIN, CHINA",China,,,Unavailable,Substantial,Airplane,Cessna Aircraft Company,650-0220,No,,,,0,0,0,0,,,1997,0,,,0,Cessna Aircraft Company_650-0220
1997-10-20,"BLAKLEY, GA",United States,,,Non-Fatal,Destroyed,Airplane,Piper Aircraft,PA-25-235C,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2016-02-01,1997,1,0.0,0.0,1,Piper Aircraft_PA-25-235C
1997-11-07,"BROOMFIELD, CO",United States,,,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-22-150,No,1,Reciprocating,Personal,0,0,0,2,VMC,2016-02-01,1997,2,0.0,0.0,0,Piper Aircraft_PA-22-150
