event_date,location,country,latitude,longitude,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,publication_date,event_year,total_occupants,fatality_rate,serious_injury_rate,destroyed,make_model
2005-03-26,"BAUDETTE, MN",United States,48.728611,-94.612222,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-06-08,2005,2,0.0,0.0,0,Cessna Aircraft Company_172
2005-03-28,"JEFFERSONVILLE, IN",United States,38.365556,-85.738055,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-32-300,No,1,Reciprocating,Personal,0,0,0,4,IMC,2005-07-07,2005,4,0.0,0.0,0,Piper Aircraft_PA-32-300
2005-03-29,"ALEXANDER CITY, AL",United States,32.908889,-85.957778,Non-Fatal,Substantial,Airplane,Aviat,A1A,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-06-08,2005,2,0.0,0.0,0,Aviat_A1A
2005-03-30,"SUSSEX, NJ",United States,41.200278,-74.623056,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-180,No,1,Reciprocating,Instructional,0,0,2,0,VMC,2005-07-07,2005,2,0.0,0.0,0,Piper Aircraft_PA-28-180
2005-03-30,"CHINO, CA",United States,33.98,-117.638611,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172L,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_172L
2005-03-30,"GOOSE CREEK, NC",United States,35.120834,-80.587222,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,152,No,1,Reciprocating,Personal,0,0,0,1,VMC,2006-06-28,2005,1,0.0,0.0,0,Cessna Aircraft Company_152
2005-04-01,"SAN JOSE, CA",United States,37.316667,-121.821945,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172N,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_172N
2005-04-02,"MONTAGUE, CA",United States,41.730278,-122.545555,Non-Fatal,Substantial,Airplane,Beechcraft,D50C,No,2,Reciprocating,Personal,0,0,1,0,VMC,2005-07-07,2005,1,0.0,0.0,0,Beechcraft_D50C
2005-04-02,"SHAWNEE, OK",United States,35.357778,-96.942777,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_152
2005-04-03,"PALOUSE, WA",United States,46.255278,-117.058611,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,A188B,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_A188B
2005-04-03,"STEPHENVILLE, TX",United States,32.215278,-98.1775,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172L,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Cessna Aircraft Company_172L
2005-04-03,"UNION CITY, SC",United States,34.686389,-81.641666,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,310J,No,2,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Cessna Aircraft Company_310J
2005-04-03,"BETHEL, AK",United States,60.766667,-161.833333,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-18,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Piper Aircraft_PA-18
2005-04-04,"GRIFFIN, GA",United States,33.226945,-84.274723,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-140,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Piper Aircraft_PA-28-140
2005-04-07,"KALAMAZOO, MI",United States,42.234722,-85.551944,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172R,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_172R
2005-04-08,"STILLWATER, OK",United States,36.161111,-97.085555,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_152
2005-04-08,"CORTEZ, CO",United States,37.303333,-108.628334,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,182M,No,1,Reciprocating,Business,0,0,0,4,VMC,2005-07-07,2005,4,0.0,0.0,0,Cessna Aircraft Company_182M
2005-04-08,"ANN ARBOR, MI",United States,42.223056,-83.745555,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172P,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Cessna Aircraft Company_172P
2005-04-08,"ST. CHARLES, MO",United States,38.726667,-90.508056,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-32RT-300,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Piper Aircraft_PA-32RT-300
2005-04-09,"YAMHILL, OR",United States,47.35,-123.359444,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Cessna Aircraft Company_172
2005-04-09,"INDEPENDENCE, OR",United States,44.866667,-123.198333,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150,No,1,Reciprocating,Personal,0,0,1,0,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_150
2005-04-09,"MEXICO, MO",United States,39.1575,-91.818334,Non-Fatal,Substantial,Airplane,Champion,7ECA,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Champion_7ECA
2005-04-10,"BORREGO SPRINGS, CA",United States,33.183333,-116.283333,Non-Fatal,Substantial,Airplane,Maule,MA-7-235C,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Maule_MA-7-235C
2005-04-10,"LINCOLN, NE",United States,40.850833,-96.759167,Non-Fatal,Substantial,Airplane,Mooney,M20M,No,1,Reciprocating,Business,0,0,0,1,IMC,2006-06-28,2005,1,0.0,0.0,0,Mooney_M20M
2005-04-10,"ANCHORAGE, AK",United States,61.213611,-149.844444,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,180,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_180
2005-04-12,"GALLUP, NM",United States,35.511111,-108.793611,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172S,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_172S
2005-04-13,"OCALA, FL",United States,29.176389,-82.229167,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,337 B,No,2,Reciprocating,Personal,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_337 B
2005-04-13,"KISSIMMEE, FL",United States,28.293889,-81.439444,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_172
2005-04-14,"LAKELAND, FL",United States,27.988333,-82.018334,Non-Fatal,Substantial,Airplane,North American Aviation,AT-6C,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,North American Aviation_AT-6C
2005-04-15,"MCCAMMON, ID",United States,42.6875,-112.200833,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-140,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Piper Aircraft_PA-28-140
2005-04-15,"BARTLESVILLE, OK",United States,36.762222,-96.011111,Non-Fatal,Substantial,Airplane,Beechcraft,J35,No,1,Reciprocating,Personal,0,0,1,0,VMC,2005-07-07,2005,1,0.0,0.0,0,Beechcraft_J35
2005-04-15,"YAKUTAT, AK",United States,59.9675,-141.659167,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,U206E,No,1,Reciprocating,Positioning,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Cessna Aircraft Company_U206E
2005-04-16,"COLLEGEVILLE, PA",United States,40.203889,-75.43,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172B,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Cessna Aircraft Company_172B
2005-04-17,"WELLINGTON, OH",United States,41.1625,-82.202778,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172N,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Cessna Aircraft Company_172N
2005-04-17,"OAKWOOD, GA",United States,34.276945,-83.833056,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172H,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Cessna Aircraft Company_172H
2005-04-17,"WASILLA, AK",United States,61.571667,-149.540277,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,A185E,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Cessna Aircraft Company_A185E
2005-04-18,"LAKELAND, FL",United States,27.9925,-82.019723,Non-Fatal,Substantial,Airplane,Aeronca,7AC,No,1,Reciprocating,Personal,0,0,2,0,VMC,2005-07-07,2005,2,0.0,0.0,0,Aeronca_7AC
2005-04-18,"GORDON, NE",United States,42.806111,-102.175278,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-22-160,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Piper Aircraft_PA-22-160
2005-04-23,"CORONA, CA",United States,33.897777,-117.604167,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,180,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Cessna Aircraft Company_180
2005-04-25,"PENSACOLA, FL",United States,30.531945,-87.385277,Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,No,1,Reciprocating,Other Work Use,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Bellanca_8GCBC
2005-04-25,"SOUTH BEND, IN",United States,41.708611,-86.317223,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-161,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-07-07,2005,1,0.0,0.0,0,Piper Aircraft_PA-28-161
2005-04-25,"ANCHORAGE, AK",United States,61.2,-149.833333,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,180,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_180
2005-04-25,"Denver, CO",United States,39.861389,-104.673056,Incident,Minor,Airplane,Boeing,737-282,No,2,Turbo Jet,,0,0,0,98,VMC,2008-12-08,2005,98,0.0,0.0,0,Boeing_737-282
2005-04-26,"PALO ALTO, CA",United States,37.456667,-122.108889,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172N,No,1,Reciprocating,Instructional,0,0,0,3,VMC,2005-09-13,2005,3,0.0,0.0,0,Cessna Aircraft Company_172N
2005-04-26,"ANCHORAGE, AK",United States,61.2,-149.833333,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,170,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_170
2005-04-26,"ANCHORAGE, AK",United States,61,-151.433333,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,180,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_180
2005-04-27,"EUREKA, MT",United States,48.968611,-155.071667,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150L,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Cessna Aircraft Company_150L
2005-04-27,"INDIAN HEAD, MD",United States,38.600278,-77.072778,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-140,No,1,Reciprocating,Personal,0,0,0,1,VMC,2006-06-28,2005,1,0.0,0.0,0,Piper Aircraft_PA-28-140
2005-04-28,"BROOKSVILLE, FL",United States,28.794166,-82.765,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA32-301,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-07-07,2005,2,0.0,0.0,0,Piper Aircraft_PA32-301
2005-04-29,"PALMER, AK",United States,61.242777,-148.588889,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Bellanca_7GCBC
2005-04-30,"CHINA, ME",United States,44.48,-69.531667,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150F,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_150F
2005-05-01,"CULPEPER, VA",United States,38.526667,-77.858889,Non-Fatal,Substantial,Airplane,Boeing,B75N1,No,1,Reciprocating,Personal,0,0,0,1,VMC,2006-06-28,2005,1,0.0,0.0,0,Boeing_B75N1
2005-05-02,"CLEARWATER, FL",United States,27.972778,-82.755278,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172SP,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Cessna Aircraft Company_172SP
2005-05-04,"MILLVILLE, NJ",United States,39.367778,-75.072223,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,152,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_152
2005-05-06,"PORTLAND, ME",United States,43.646111,-70.309167,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-180,No,1,Reciprocating,Personal,0,0,2,0,VMC,2005-09-13,2005,2,0.0,0.0,0,Piper Aircraft_PA-28-180
2005-05-06,"CAMARILLO, CA",United States,34.213889,-119.094444,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,182R,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_182R
2005-05-07,"Fort Pierce, FL",United States,27.483333,-80.2,Non-Fatal,Destroyed,Airplane,Piper Aircraft,PA-28-140,No,1,Reciprocating,Personal,0,0,2,0,VMC,2005-09-13,2005,2,0.0,0.0,1,Piper Aircraft_PA-28-140
2005-05-10,"SNOHOMISH, WA",United States,47.863889,-122.068056,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-12,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Piper Aircraft_PA-12
2005-05-10,"MINNEAPOLIS, MN",United States,44.880556,-93.216945,Non-Fatal,Substantial,Airplane,Airbus,A-319-114,No,2,Turbo Fan,,0,1,7,137,VMC,2018-02-15,2005,145,0.0,0.006896551724137931,0,Airbus_A-319-114
2005-05-10,"MINNEAPOLIS, MN",United States,44.880556,-93.216945,Non-Fatal,Substantial,Airplane,Mcdonnell Douglas,DC-9-51,No,2,Turbo Fan,,0,1,7,137,VMC,2018-02-15,2005,145,0.0,0.006896551724137931,0,Mcdonnell Douglas_DC-9-51
2005-05-10,"PLATTSMOUTH, NE",United States,40.950278,-95.917778,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172H,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_172H
2005-05-10,"Fort Collins, CO",United States,40.888333,-105.041666,Non-Fatal,Destroyed,Airplane,Champion,7ECA,No,1,Reciprocating,Personal,0,0,2,0,VMC,2005-09-13,2005,2,0.0,0.0,1,Champion_7ECA
2005-05-11,"CALDWELL, NJ",United States,40.881111,-74.291111,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172P,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_172P
2005-05-14,"TUCSON, AZ",United States,32.135833,-111.174445,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28R-200,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Piper Aircraft_PA-28R-200
2005-05-14,"SAN MARTIN, CA",United States,37.081667,-121.596666,Non-Fatal,Substantial,Airplane,Beechcraft,C23 Sundowner,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Beechcraft_C23 Sundowner
2005-05-14,"HOUSTON, TX",United States,29.935,-95.639444,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,210L,No,1,Reciprocating,Personal,0,0,0,4,VMC,2005-09-13,2005,4,0.0,0.0,0,Cessna Aircraft Company_210L
2005-05-15,"AKRON, AL",United States,32.223056,-87.613889,Non-Fatal,Substantial,Airplane,Piper Aircraft,J4E,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Piper Aircraft_J4E
2005-05-15,"DILLINGHAM, AK",United States,59.033333,-158.505556,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-18,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Piper Aircraft_PA-18
2005-05-17,"SCOTTSDALE, AZ",United States,33.622778,-111.910556,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-34-220T,No,2,Reciprocating,Instructional,0,0,0,3,VMC,2005-09-13,2005,3,0.0,0.0,0,Piper Aircraft_PA-34-220T
2005-05-17,"MIDLAND, TX",United States,31.9425,-102.201667,Non-Fatal,Substantial,Airplane,Beechcraft,BE-55,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Beechcraft_BE-55
2005-05-18,"West Mifflin, PA",United States,40.354444,-79.930278,Incident,Minor,Airplane,Cessna Aircraft Company,R182,No,1,Reciprocating,Personal,0,0,0,1,VMC,2013-02-05,2005,1,0.0,0.0,0,Cessna Aircraft Company_R182
2005-05-19,"YPSILANTI, MI",United States,42.238055,-83.530278,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-32-260,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Piper Aircraft_PA-32-260
2005-05-19,"LODGEPOLE, SD",United States,45.883333,-102.656111,Non-Fatal,Substantial,Airplane,Aviat,A-1B,No,1,Reciprocating,Public Aircraft - State,0,1,1,0,VMC,2005-09-13,2005,2,0.0,0.5,0,Aviat_A-1B
2005-05-20,"DAYTONA BEACH, FL",United States,29.174445,-81.054722,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172R,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_172R
2005-05-20,"OXNARD, CA",United States,34.200833,-119.207222,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-28-181,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Piper Aircraft_PA-28-181
2005-05-20,"LONDON, UNITED KINGDOM",United Kingdom,,,Non-Fatal,Substantial,Airplane,Boeing,B-777-232,No,,,,0,0,0,309,,2012-10-18,2005,309,0.0,0.0,0,Boeing_B-777-232
2005-05-21,"HOUSTON, TX",United States,29.8175,-95.670278,Non-Fatal,Substantial,Airplane,Bellanca,17-30A,No,1,Reciprocating,Personal,0,2,0,0,VMC,2005-09-13,2005,2,0.0,1.0,0,Bellanca_17-30A
2005-05-21,"PORT HURON, MI",United States,42.910833,-82.528889,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172S,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_172S
2005-05-22,"LOWELL, AR",United States,36.225834,-94.032223,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,182P,No,1,Reciprocating,Instructional,0,1,1,0,VMC,2005-09-13,2005,2,0.0,0.5,0,Cessna Aircraft Company_182P
2005-05-22,"MADISON, WI",United States,43.105,-89.185555,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,C-172M,No,1,Reciprocating,Personal,0,0,0,4,VMC,2005-09-13,2005,4,0.0,0.0,0,Cessna Aircraft Company_C-172M
2005-05-23,"DAHLONEGA, GA",United States,34.579167,-84.020278,Non-Fatal,Substantial,Airplane,Beechcraft,BE-36,No,1,Reciprocating,Personal,0,0,0,1,VMC,2006-06-28,2005,1,0.0,0.0,0,Beechcraft_BE-36
2005-05-23,"DELTA JUNCTION, AK",United States,64.411111,-143.730556,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-18,No,1,Reciprocating,,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Piper Aircraft_PA-18
2005-05-24,"CONROE, TX",United States,30.316667,-95.333333,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,152,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_152
2005-05-24,"HARVEY, LA",United States,29.986666,-90.254722,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,210L,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_210L
2005-05-24,"FONTAINE, AR",United States,35.8175,-90.641111,Non-Fatal,Substantial,Airplane,Grumman Aerospace,164-B,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Grumman Aerospace_164-B
2005-05-24,"CHERRY VALLEY, AR",United States,35.370834,-90.756111,Non-Fatal,Substantial,Airplane,Air Tractor: Air Tractor Inc,AT-402A,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Air Tractor: Air Tractor Inc_AT-402A
2005-05-25,"NEODESHA, KS",United States,37.435277,-95.646111,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150F,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2006-01-31,2005,1,0.0,0.0,0,Cessna Aircraft Company_150F
2005-05-26,"RALEIGH, NC",United States,35.873056,-78.785555,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Cessna Aircraft Company_172
2005-05-26,"MANOKOTAK, AK",United States,58.990277,-159.05,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-31-310,No,2,Reciprocating,Positioning,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Piper Aircraft_PA-31-310
2005-05-28,"FORT MYERS, FL",United States,26.585277,-81.857778,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172R,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_172R
2005-05-28,"CEDAR KEY, FL",United States,29.136944,-83.048333,Non-Fatal,Substantial,Airplane,Beechcraft,F33A,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Beechcraft_F33A
2005-05-28,"LOUISBURG, NC",United States,36.023334,-78.330278,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172R,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_172R
2005-05-30,"STOCKTON, CA",United States,37.895,-121.238333,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172N,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_172N
2005-05-30,"OSAGE BEACH, MO",United States,38.110556,-92.680556,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,182F,No,1,Reciprocating,Personal,0,0,0,4,VMC,2005-09-13,2005,4,0.0,0.0,0,Cessna Aircraft Company_182F
2005-05-30,"WEST BLOOMFIELD, MI",United States,42.6,-83.45,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,TU206G,No,1,Reciprocating,Personal,0,0,1,0,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_TU206G
2005-05-31,"WAGONER, OK",United States,35.9575,-95.338333,Non-Fatal,Substantial,Airplane,Luscombe,8A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Luscombe_8A
2005-06-01,"WILLIMANTIC, CT",United States,41.743889,-72.18,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150G,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_150G
2005-06-02,"Tacoma, WA",United States,47.268056,-122.578056,Incident,Minor,Airplane,Piper Aircraft,PA-46-350P,No,1,Reciprocating,,0,0,0,1,,2013-02-05,2005,1,0.0,0.0,0,Piper Aircraft_PA-46-350P
2005-06-03,"CROSSVILLE, TN",United States,36.995,-84.805556,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,172,No,1,Reciprocating,Personal,0,0,1,0,IMC,2006-06-28,2005,1,0.0,0.0,0,Cessna Aircraft Company_172
2005-06-05,"PAULDEN, AZ",United States,34.91,-112.533889,Non-Fatal,Substantial,Airplane,Boeing,A75N-1,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Boeing_A75N-1
2005-06-05,"WALLER, TX",United States,30.1925,-95.963056,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-25-235,No,1,Reciprocating,Glider Tow,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Piper Aircraft_PA-25-235
2005-06-07,"ONTARIO, OR",United States,44.020556,-117.013611,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-22-150,No,1,Reciprocating,Personal,0,0,0,3,VMC,2005-09-13,2005,3,0.0,0.0,0,Piper Aircraft_PA-22-150
2005-06-07,"BUCKLEY, WA",United States,47.166945,-122.016667,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150G,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Cessna Aircraft Company_150G
2005-06-08,"MORRILTON, AR",United States,35.136111,-92.713333,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,150H,No,1,Reciprocating,Personal,0,0,2,0,VMC,2005-09-13,2005,2,0.0,0.0,0,Cessna Aircraft Company_150H
2005-06-08,"GRIFFIN, GA",United States,33.233056,-84.280556,Non-Fatal,Substantial,Airplane,Piper Aircraft,PA-18A-150,No,1,Reciprocating,Personal,0,1,1,0,VMC,2005-09-13,2005,2,0.0,0.5,0,Piper Aircraft_PA-18A-150
2005-06-10,"TRUMAN, AR",United States,35.831667,-90.646389,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,A188B,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2005-09-13,2005,1,0.0,0.0,0,Cessna Aircraft Company_A188B
2005-06-10,"MARIETTA, OK",United States,33.892777,-97.168889,Non-Fatal,Substantial,Airplane,Cessna Aircraft Company,152,No,1,Reciprocating,Personal,0,0,0,2,VMC,2005-09-13,2005,2,0.0,0.0,0,Cessna Aircraft Company_152
